current_master_path	exact_literal	presentation_type	resolution_mechanism
groupFile/Clothing	Ab_L_SkirtB_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtB_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtC_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtC_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtC_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtC_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtC_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtC_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtD_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtD_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtD_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtD_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtD_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtD_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtE_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtE_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtE_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtE_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtE_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtE_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtF_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtF_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtF_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtF_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtF_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtF_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtG_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtG_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtG_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtG_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtG_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtG_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtH_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtH_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtH_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtH_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtH_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_L_SkirtH_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_NeckAcc01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_NeckAcc02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_NeckAcc03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_NeckAcc04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_NeckAcc05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_NeckAcc06	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringA_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringA_11	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringA_12	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringA_13	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringB_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringB_11	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringB_12	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringB_13	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringC_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_BreastStringRoot	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonA_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonA_11	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonA_12	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonA_13	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonB_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonB_11	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonB_12	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonB_13	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_Fr_ThighRibbonRoot	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtB_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtB_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtB_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtB_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtB_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtB_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtC_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtC_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtC_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtC_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtC_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtC_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtD_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtD_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtD_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtD_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtD_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtD_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtE_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtE_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtE_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtE_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtE_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtE_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtG_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtG_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtG_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtG_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtG_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtG_05	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtH_00	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtH_01	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtH_02	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtH_03	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtH_04	BONE	SILKWORM_EXACT
groupFile/Clothing	Ab_R_SkirtH_05	BONE	SILKWORM_EXACT
groupFile/Clothing	AbdominalBulgeTORNSUIT	FLEX	SILKWORM_EXACT
groupFile/Clothing	acc necklace chain a	BONE	SCANNER_EXACT
groupFile/Clothing	acc necklace chain b	BONE	SCANNER_EXACT
groupFile/Clothing	acc necklace chain c	BONE	SCANNER_EXACT
groupFile/Clothing	acc necklace chain c.001	BONE	SILKWORM_EXACT
groupFile/Clothing	acc necklace jewell left	BONE	SCANNER_EXACT
groupFile/Clothing	acc necklace jewell middleL	BONE	SCANNER_EXACT
groupFile/Clothing	acc necklace jewell middleR	BONE	SCANNER_EXACT
groupFile/Clothing	acc necklace jewell right	BONE	SCANNER_EXACT
groupFile/Clothing	acc_Glasses	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_00_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_01_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_02_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_03_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_04_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_05_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_06_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_07_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_08_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_09_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_00	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_01	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_02	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_03	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_04	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_05	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_06	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_07	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_08	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_09	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_10_10	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_bottom	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_side	BONE	SILKWORM_EXACT
groupFile/Clothing	acs_J_top	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust All	FLEX	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideA_01_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideA_01_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideA_02_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideA_02_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideA_03_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideA_03_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideB_01_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideB_01_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideB_02_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideB_02_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideB_03_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideB_03_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideC_01_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideC_01_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideC_02_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideC_02_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideC_03_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideC_03_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideD_01_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideD_01_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideD_02_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideD_02_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideD_03_L1	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideD_03_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideE_01_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideE_01_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideE_02_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideE_02_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideE_03_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Jacket_SideE_03_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Suit00_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Suit00_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Suit10_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Suit10_R	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Suit20_L	BONE	SILKWORM_EXACT
groupFile/Clothing	Adjust_Suit20_R	BONE	SILKWORM_EXACT
groupFile/Clothing	AdjustAll	FLEX	SILKWORM_EXACT
groupFile/Clothing	Ag_anklering_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_anklering_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_armring00_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_armring00_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_armring01_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_armring01_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail00_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail00_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail01_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail01_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail02_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail02_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail03_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail03_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail04_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail04_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail05_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail05_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail06_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail06_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail07_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail07_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail08_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail08_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail09_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail09_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail10_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail10_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail11_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Ag_shouldertail11_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarfback00_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarfback00_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarfback01_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarfback01_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarfback02_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarfback02_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarfback_center	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront00_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront00_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront01_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront01_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront02_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront02_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront03_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront03_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront04_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront04_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront05_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront05_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront06_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront06_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront07_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront07_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront08_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront08_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront09_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront09_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront10_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront10_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront11_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront11_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront12_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront12_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront13_l	BONE	SILKWORM_EXACT
groupFile/Clothing	Agape_scarffront13_r	BONE	SILKWORM_EXACT
groupFile/Clothing	Agent-Boots-ThiccSize	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-Glasses-Down	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-LegArmor-ThiccSize	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-Shirt-BreastSize	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-Shirt-RevealBoobs	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-Shorts-RevealVag	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-Shorts-RevealVagPartial	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-Shorts-ThiccSize	FLEX	SILKWORM_EXACT
groupFile/Clothing	Agent-Vest-BreastSize	FLEX	SILKWORM_EXACT
groupFile/Clothing	AgentCloths-Shirt/Vest-ON	FLEX	SILKWORM_EXACT
groupFile/Clothing	AgentCloths-Short-ON	FLEX	SILKWORM_EXACT
groupFile/Clothing	Alabaster1-Top-Thin	FLEX	SILKWORM_EXACT
groupFile/Clothing	Alabaster2-Cleavage	FLEX	SILKWORM_EXACT
groupFile/Clothing	Alabaster2-Top-Thin	FLEX	SILKWORM_EXACT
groupFile/Clothing	Alabaster3-Dress-Thin	FLEX	SILKWORM_EXACT
groupFile/Clothing	aLingerieBraPulledUp	FLEX	SILKWORM_EXACT
groupFile/Clothing	aLingeriePantiesPregnant	FLEX	SILKWORM_EXACT
groupFile/Clothing	aLingeriePantiesShift	FLEX	SILKWORM_EXACT
groupFile/Clothing	AltBreastPlateShape	FLEX	SILKWORM_EXACT
groupFile/Clothing	amulet00_l	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet00_r	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet01_l	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet01_r	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet02_l	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet02_r	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet03_l	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet03_r	BONE	SILKWORM_EXACT
groupFile/Clothing	amulet04_l	BONE	SILKWORM_EXACT
