current_master_path	exact_literal	presentation_type	resolution_mechanism
groupFile/Face/Mid Face	cheekB.R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekBone_Left4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekBone_Left5	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekBone_Right4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekBone_Right5	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekbones_l	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheekbones_r	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekBulgeIndent	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekDownLeft	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekDownRight	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Cheekf Left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	CheekIndent	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekLeft	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	CheekLower_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekLower_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	CheekLower_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekLower_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekPuff	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekPuff-Left	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekPuff-Right	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekPUFFL	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheekpuffl	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekPUFFR	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheekpuffr	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheekraisel	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheekraiser	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekRight	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks Puff	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks Puff L	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks R	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks Raise	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks Suck	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_L_01	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_L_02	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_L_03	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_L_04	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_L_05	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_puff	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_puff_l	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_puff_left	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_puff_r	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_puff_right	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_R_01	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_R_02	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_R_03	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_R_04	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Cheeks_R_05	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_raise	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_raise_left	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_raise_right	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_smaller	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeks_Up	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksBlow	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheeksconcave	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksDown	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksInL+CheeksInR	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksOutL+CheeksOutR	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	cheekspuff	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksPuffL	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksPuffR	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksRaiseL+CheeksRaiseR	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksSuckR	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekSUCKL	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekSUCKR	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheeksUp	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekUpLeft	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	CheekUpper_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekUpper_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	CheekUpper_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	cheekUpper_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	CheekUpRight	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-cheek.L.002	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-cheek.L.003	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-cheek.R.002	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-cheek.R.003	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-cheekbone.L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-cheekbone.R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-nosebridge.L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	DEF-nosebridge.R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	ExpCheeks	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	f_C_NoseTop1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	f_L_Cheek1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	f_R_Cheek1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_bulge_left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_bulge_left_out	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_bulge_right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_bulge_right_out	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_left_a	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_left_b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_left_c	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_left_d	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_right_a	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_right_b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_right_c	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_fold_right_d	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_cheek_right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_nose_bridge	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_nose_bridge_top	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_nose_ridge	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_nose_tip	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_nose_under	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_nose_wrinkle_left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	fa_nose_wrinkle_right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face Puff Cheeks	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Face Raise Cheeks	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Face-FacialLongNose	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Face-FacialSmallNose	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_1_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_1_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_2_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_2_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_3_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_3_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_l	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	face_cheek_r	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks2_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks2_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks3_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks3_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks4_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks4_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks5_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Cheeks5_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Nose1_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Nose1_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Nose2_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Face_Nose2_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Facial_Bone_Cheek_L01	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Facial_Bone_Cheek_L02	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Facial_Bone_Cheek_R01	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Facial_Bone_Cheek_R02	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Facial_Bone_Nose_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Facial_Bone_Nose_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	GenericHuman_L_InnerCheek	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	GenericHuman_l_loCheekJnt	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	GenericHuman_l_uppCheekJnt	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	GenericHuman_R_InnerCheek	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	GenericHuman_r_loCheekJnt	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	GenericHuman_r_uppCheekJnt	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left 1 MAIN	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left 2 MAIN	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left 7	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left 8	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left 9	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left inner	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left middle	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left pinch	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek left upper	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Lower Left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Lower Right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right 1 MAIN	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right 2 MAIN	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right 7	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right 8	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right 9	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right inner	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right middle	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right pinch	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheek right upper	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Inner Left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Inner Right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Outer Left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Outer Left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Outer Left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Outer Right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Outer Right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Cheek Upper Outer Right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheekbone left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheekbone left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheekbone left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheekbone right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheekbone right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head cheekbone right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nose	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose base	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nose Bridge	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose bridge left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose bridge right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose left a	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose left b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose left c	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose left d	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nose Lower	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose lower	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose lower left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose lower right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose right a	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose right b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose right c	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose right d	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nose Root	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose top 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nose top 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nose Upper	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nose Upper Left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nose Upper Right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head noselid left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head noselid left MAIN	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head noselid right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head noselid right MAIN	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nosetril	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nostril Left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nostril left b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head Nostril Right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head nostril right b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_1_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_1_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_2_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_2_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_3_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_3_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_4_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheek_4_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_left_1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_left_2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_left_3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_left_4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_left_5	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_left_6	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_right_1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_right_2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_right_3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_right_4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_right_5	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_cheek_right_6	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheekbone_1_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheekbone_1_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheekbone_2_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheekbone_2_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheekbone_3_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_cheekbone_3_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_nose_0	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_nose_1_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_nose_1_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	head_nose_2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_nose_left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_nose_middle	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Head_nose_right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head cheek left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head cheek left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head cheek left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head cheek right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head cheek right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head cheek right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose center	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose left 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Helena head nose right 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head cheek left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head cheek left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head cheek left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head cheek right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head cheek right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head cheek right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose center	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose left 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Hitomi head nose right 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l cheek	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L Cheek A	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l cheek a	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L Cheek B	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l cheek b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L Cheek C	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l cheek c	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L Nose A	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l nose a	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L Nose B	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l nose b	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l_cheek_16	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l_cheek_20	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L_Cheek_Loc	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	l_cheek_lower	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	l_cheek_raise	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	l_cheek_raiser	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	L_Cheek_Raiser_Loc	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L_Cheekl_Loc	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	L_Nose_Loc	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	lCheek0	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	lCheek1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	lCheek2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	lCheek3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	left_cheek_puff	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	left_cheek_raise	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Left_cheekraise	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Left_cheeks_in	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Left_cheeks_puff	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Left_cheeks_up	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Left_CheekV	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Left_NoseV	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	LeftCheekInner	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	LeftCheekLower	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	LeftCheekOuter	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	LipBelowNose_L	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	LipBelowNose_R	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	M_NoseLow_Loc	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	M_NoseMiddle_Loc	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	M_NoseUpper_Loc	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head cheek left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head cheek left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head cheek left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head cheek right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head cheek right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head cheek right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose left 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose middle	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Marie head nose right 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek left 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek left 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek left 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek left 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek left 5	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek right 1	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek right 2	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek right 3	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek right 4	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head cheek right 5	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mila head nose centre	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Mouth-Full-Cheek-puff	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Mouth-SuccCheeks-L	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Mouth-SuccCheeks-R	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Mouth-WideCheeks-L	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Mouth-WideCheeks-R	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	muzzle	BONE	SCANNER_EXACT_BOTH
groupFile/Face/Mid Face	NOSE	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	nose	BONE	SCANNER_EXACT_BOTH
groupFile/Face/Mid Face	Nose Center	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Nose line left	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Nose line right	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	nose mimics	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	NOSE TOP	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Nose Upper Left	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Nose Upper Right	BONE	SCANNER_EXACT
groupFile/Face/Mid Face	Nose wrinkler	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	Nose-Flare	FLEX	SCANNER_EXACT
groupFile/Face/Mid Face	nose-flare	FLEX	SCANNER_EXACT
