fold_key	exact_spellings	semantic_status	taxonomy_status	reviewed_destination	import_status	final_master_path	batch_id
opt_as_l_upleg_a	OPT_AS_L_UpLeg_A	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P34
roottrans	rootTrans	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
top_mid	TOP_MID	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
key.p	Key.P	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
r_shoulder_twist_a_helper	r_shoulder_twist_a_helper	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P34
h_r_middle1	h_R_Middle1	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P34
thicken/beam	Thicken/beam	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
student.left_3	Student.Left_3	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
rightinhandpinky	RightInHandPinky	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P34
l_neck_30	l_neck_30	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
left index finger 2	Left index finger 2	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P34
strap_l_2	Strap_L_2	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
clit.barbell_rear	Clit.Barbell_Rear	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
earring.ring_4	Earring.Ring_4	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
tailwing_02	tailwing_02	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
bas.side_left_1	BAS.Side_Left_1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
needlearm	needlearm	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P34
sperm.tail_7	Sperm.Tail_7	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
taurenback	taurenBack	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
bulge big	Bulge Big+Bulge big	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P34
l beltc a phy	L BeltC a Phy	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
rightmasseter	RightMasseter	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P34
level2_east	Level2_East	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
leftlwrmasseter	LeftLwrMasseter	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P34
lower_scale__group	lower_scale__group	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
bip_stone _l_finger_globe_2_02	Bip_STONE _L_Finger_Globe_2_02	PARTIAL	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P34
that_it?	That_it?	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
wep_slingloop	WEP_SlingLoop	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
pbg-rig-hole-a	PBG-Rig-Hole-A	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
leg right thigh twist b	leg right thigh twist b	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P34
unused137	unused137	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P34
strapon_3	strapon_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
fronttop	FrontTop	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
hat_left_3	Hat_Left_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
bas.left_3_jiggle	BAS.Left_3_jiggle	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
hat_right_tassel_3	Hat_Right_Tassel_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
teeth_bot_r	teeth_bot_r	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P34
bip01_head016	Bip01_Head016	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
insidecase	InsideCase	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
camera_case	camera_case	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
fringe 17	fringe 17	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P34
fringe_1	Fringe_1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P34
flat face	Flat Face	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P34
eyes angry left	eyes angry left	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P34
wep_flashlight_and_peq2	WEP_Flashlight_And_PEQ2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
bip legtwisttop l	bip legtwisttop l	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P34
toplid_corner_r	toplid_corner_R	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P34
shape-busty-nude	shape-busty-nude	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P34
oris07_r	oris07_R	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P34
polysurface11	polySurface11	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
necklace right	necklace right	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
fio-rig-eye-lu	Fio-Rig-Eye-LU	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P34
radio	Radio	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
jacket_closed	jacket_closed	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
bip_pussyside_2_l	bip_PussySide_2_L	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
face-ee	Face-Ee	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P34
rthumb0	rThumb0	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P34
bip_strands2_l	bip_Strands2_L	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P34
bip_ear6_r	bip_Ear6_R	CLEAR	CLEAR	groupFile/Face/Ears	IMPORTED	groupFile/Face/Ears	P34
bip_head11_l	bip_head11_l	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
pantstexspose	PantstExspose	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
top_3	Top_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
l bearda a phy	l bearda a phy	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P34
quad/shell	quad/shell	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
aufsatz	aufsatz	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
bipmar l finger3	BipMar L Finger3	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P34
jig_right	Jig_RIGHT	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
f collar	f collar	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
strapleftout	StrapLeftOut	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
d10	D10	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
highlight 2	Highlight 2	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
beadhangfrontsmall b1	BeadHangFrontSmall B1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P34
lowerlidlowerl	LowerLidLowerL	CLEAR	CLEAR	groupFile/Face/Upper Face	LEDGER_INTERNAL_CONFLICT		P34
flipoutrightdown	FlipoutRightDown	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
valvebiped.bip01_belly	ValveBiped.Bip01_Belly	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
tophair1	TopHair1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P34
top_01	Top_01	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
left ring finger 2	Left ring finger 2	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P34
saberon_bone34	saberon_Bone34	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
wrinkle-3	wrinkle-3	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P34
innerbrowsup	InnerBrowsUp	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P34
level3_root	Level3_Root	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
leg fix front 90 r	Leg Fix Front 90 R	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P34
shorten_3	shorten_3	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P34
glovevoluptuous	Glovevoluptuous	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
bone134	Bone134	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
asshool_6	Asshool_6	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
head eyeblack left	head eyeblack left	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P34
bip_pads_r	bip_pads_r	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P34
spine chest	spine chest	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
tounge 	Tounge 	CLEAR	CLEAR	groupFile/Face/Tongue	IMPORTED	groupFile/Face/Tongue	P34
smack ass left	smack ass left	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P34
object011	Object011	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P34
wep_magazine_bullet3	WEP_Magazine_Bullet3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
hat_right_base	Hat_Right_Base	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
r collar 01	r collar 01	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
blend_root	blend_root	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
vagexpose	VagExpose	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P35
bip_chest_3_r	bip_Chest_3_r	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
pupils-shapesnake-r	Pupils-ShapeSnake-R	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P35
c_dred_r2_01	C_Dred_R2_01	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P35
pussy clitoris 1	pussy clitoris 1	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
book1_r	Book1_R	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
bip_spine_0.004	bip_spine_0.004	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
eyes surprise	Eyes Surprise	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P35
keychain.key_1	Keychain.Key_1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
quad/shell03	quad/shell03	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P35
bip01 upperarmtwist.r	Bip01 UpperArmTwist.R	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P35
valvebiped.bip01_r_index02	ValveBiped.Bip01_R_Index02	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P35
special_flex_1	Special_flex_1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
bone_lfl1	bone_LFL1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
thigh fix deformation 90 r	Thigh Fix Deformation 90 R	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P35
headband tail left d_jiggle	headband tail left d_jiggle	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
right middle intermediate	Right Middle Intermediate	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P35
3rd	3rd	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
l_chest_helper	l_chest_helper	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
bip_l_middle_03	bip_l_middle_03	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P35
top_left	TOP_LEFT	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P35
blank	Blank+blank	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
jacket_border_3_r	jacket_border_3_R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
ebouterupperl+ebouterupperr	EBOuterUpperL+EBOuterUpperR	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P35
left_browraise	Left_browraise	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P35
bip01_r_forearm003	Bip01_R_Forearm003	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P35
kargathbladefist_bone84_rfingerindex	kargathbladefist_Bone84_RFingerIndex	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P35
leg left thigh ctr 2	leg left thigh ctr 2	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P35
グルーブ	グルーブ	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
key 11	Key 11	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
thongcentershiftright2	ThongCenterShiftRight2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
leg right knee adj. 2	leg right knee adj. 2	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P35
wrap	Wrap	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
bip_jacket_leftdown	bip_jacket_leftdown	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
001	001	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
bone.011	Bone.011	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
v_weapon.root17	v_weapon.Root17	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
valvebiped.bip01	ValveBiped.Bip01	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
bone_eye_l002	Bone_eye_L002	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P35
r_mousejaw_loc	R_MouseJaw_Loc	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P35
door_r	Door_R	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
bag_bone_l_01	bag_bone_l_01	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
bip01_spine2_004	Bip01_Spine2_004	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
knotmedium0	KnotMedium0	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P35
bipfio r finger1	BipFio R Finger1	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P35
upper_02	Upper_02	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
bip01-l-calf001	Bip01-L-Calf001	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P35
head nostril 1	head nostril 1	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P35
eyes-stare	eyes-stare	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P35
earring left 1	earring left 1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
jiggle2	Jiggle2	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P35
hat_right_1_jiggle	Hat_Right_1_jiggle	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
eroanal	EroAnal	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
wep_hammer	WEP_Hammer	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
book god	Book God	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
cboobflat.r	CBoobFlat.R	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P35
flex_splat_01	Flex_SPLAT_01	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
helper_forearm_l	helper_forearm_L	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P35
forearm	Forearm	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P35
v_weapon.pull_ring	v_weapon.pull_ring	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
slim-can	slim-can	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
shell.wall_21	Shell.Wall_21	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
lidsupleft	LidsUpLeft	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P35
dickdetail1	DickDetail1	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P35
bikini boobs upward l	Bikini Boobs Upward L	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P35
cape2_middle3	CAPE2_MIDDLE3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
boobsie25	boobsie25	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P35
earring left 4	earring left 4	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
schoolshirtfit	SCHOOLShirtFIT	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
orgsuitfit	ORGSuitFIT	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
pantsmuscles	PantsMuscles	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P35
upperleg_right	upperleg_right	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P35
eyes-full-down	Eyes-Full-Down	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P35
headup	HeadUp	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
back b_1	Back B_1	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P35
pantsclothfixtoptorso	PantsClothFixTopTorso	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
bottomlip3.r	BottomLip3.R	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P35
ah01	AH01	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P35
sightrear	sightRear	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
bip facelipbumploout l	bip facelipbumploout l	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P35
c collara a phy	C CollarA a Phy	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
tailleft2_1	TailLeft2_1	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P35
strap_3_r	strap_3_R	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P35
apron  d1	Apron  d1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P35
key 22	Key 22	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
lowertentacle1	LowerTentacle1	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
ulip_1	ULip_1	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P35
drillbitattach	DrillBitAttach	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
nipplesgrow	NipplesGrow	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P35
shell.wall_27	Shell.Wall_27	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
taurenmale_hd_bone_71	taurenmale_hd_bone_71	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
bone124	Bone124	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
taurenmale_hd_bone_74	taurenmale_hd_bone_74	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P35
wep_button4	WEP_Button4	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
prop	prop	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P35
strap_r_1	Strap_R_1	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P35
bip_hand_rotate1_r	bip_Hand_Rotate1_R	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P36
bipmar lcalftwist1	BipMar LCalfTwist1	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P36
head eye corner leftb	head eye corner leftb	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P36
cape1_middle3	CAPE1_MIDDLE3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P36
bip_fthumb03_l	Bip_FThumb03_L	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P36
tape_r_02	Tape_R_02	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P36
vag open wide2	vag open wide2	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P36
front 2_2	Front 2_2	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P36
liplower_l3	lipLower_L3	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P36
c_arl_a01	C_ARL_A01	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P36
flm-arma-swordb-bl	Flm-ArmA-SwordB-BL	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P36
bip_tailc13	bip_tailC13	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P36
mar-rig-eye-l	Mar-Rig-Eye-L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P36
hip_foot_r	hip_foot_R	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P36
bottle_bone_fr_01	bottle_bone_fr_01	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P36
unused.003	unused.003	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P36
saberon_bone45	saberon_Bone45	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P36
rtoepinky02	rToePinky02	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	P36
brows-lower	brows-lower	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P36
moustache_l_25	Moustache_L_25	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P36
toy_bone_03	toy_bone_03	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P36
bip_fmiddle00_l	Bip_FMiddle00_L	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P36
bikini_08	Bikini_08	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P36
bip01_r_hand007	Bip01_R_Hand007	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P36
25	25	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P36
pouch_0	pouch_0	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P36
c ujacketa spo	C uJacketA Spo	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P36
thick thigs	Thick Thigs	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P36
cloth_back_b_2_r	cloth_back_B_2_R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P36
bipfin r finger1	BipFin R Finger1	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P36
key.white_60	Key.White_60	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P36
upper_arm.l.001	upper_arm.L.001	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P36
generichuman_l_lolipjnt	GenericHuman_l_loLipJnt	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P36
