exact_literal	ascii_fold_key	current_classification	final_master_path	human_review_disposition	original_proposed_path	review_row_id	sibling_family_count	scanner_source_lines	notes
Dress2UpF	dress2upf	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2056	1	1, 2, 7, 7, 5	
DRESS_BACK_L_1	dress_back_l_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1733	1	1, 2, 6, 3, 6	
DRESS_BACK_L_2	dress_back_l_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2272	1	1, 2, 6, 3, 7	
DRESS_BACK_L_3	dress_back_l_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1740	1	1, 2, 6, 3, 8	
DRESS_BACK_L_4	dress_back_l_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1941	1	1, 2, 6, 3, 9	
DRESS_BACK_R_1	dress_back_r_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2373	1	1, 2, 6, 4, 0	
DRESS_BACK_R_2	dress_back_r_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2163	1	1, 2, 6, 4, 1	
DRESS_BACK_R_3	dress_back_r_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1566	1	1, 2, 6, 4, 2	
DRESS_BACK_R_4	dress_back_r_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2274	1	1, 2, 6, 4, 3	
Dress_Front.Center_1	dress_front.center_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1595	1	1, 2, 7, 9, 6	
Dress_Front.Center_2	dress_front.center_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1980	1	1, 2, 7, 9, 7	
Dress_Front.Center_3	dress_front.center_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2552	1	1, 2, 7, 9, 8	
Dress_Front.Center_4	dress_front.center_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2307	1	1, 2, 7, 9, 9	
Dress_Front.Center_5	dress_front.center_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2346	1	1, 2, 8, 0, 0	
Dress_Front.Center_6	dress_front.center_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1806	1	1, 2, 8, 0, 1	
Dress_Front.Center_7	dress_front.center_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2165	1	1, 2, 8, 0, 2	
Dress_Front.Center_8	dress_front.center_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1669	1	1, 2, 8, 0, 3	
Dress_Front.Center_9	dress_front.center_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1686	1	1, 2, 8, 0, 4	
Dress_Front.Left_1	dress_front.left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2339	1	1, 2, 8, 0, 5	
Dress_Front.Left_2	dress_front.left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2425	1	1, 2, 8, 0, 6	
Dress_Front.Left_3	dress_front.left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2559	1	1, 2, 8, 0, 7	
Dress_Front.Left_4	dress_front.left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2148	1	1, 2, 8, 0, 8	
Dress_Front.Left_5	dress_front.left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1812	1	1, 2, 8, 0, 9	
Dress_Front.Left_6	dress_front.left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1547	1	1, 2, 8, 1, 0	
Dress_Front.Left_7	dress_front.left_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2015	1	1, 2, 8, 1, 1	
Dress_Front.Left_8	dress_front.left_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2187	1	1, 2, 8, 1, 2	
Dress_Front.Left_9	dress_front.left_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1983	1	1, 2, 8, 1, 3	
Dress_Front.Right_1	dress_front.right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2227	1	1, 2, 8, 1, 4	
Dress_Front.Right_2	dress_front.right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1917	1	1, 2, 8, 1, 5	
Dress_Front.Right_3	dress_front.right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1642	1	1, 2, 8, 1, 6	
Dress_Front.Right_4	dress_front.right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1584	1	1, 2, 8, 1, 7	
Dress_Front.Right_5	dress_front.right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2152	1	1, 2, 8, 1, 8	
Dress_Front.Right_6	dress_front.right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1597	1	1, 2, 8, 1, 9	
Dress_Front.Right_7	dress_front.right_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1705	1	1, 2, 8, 2, 0	
Dress_Front.Right_8	dress_front.right_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2570	1	1, 2, 8, 2, 1	
Dress_Front.Right_9	dress_front.right_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2395	1	1, 2, 8, 2, 2	
Dress_Front.Side_Left_1	dress_front.side_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2344	1	1, 2, 8, 2, 3	
Dress_Front.Side_Left_2	dress_front.side_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1712	1	1, 2, 8, 2, 4	
Dress_Front.Side_Left_3	dress_front.side_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1691	1	1, 2, 8, 2, 5	
Dress_Front.Side_Left_4	dress_front.side_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2589	1	1, 2, 8, 2, 6	
Dress_Front.Side_Left_5	dress_front.side_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1820	1	1, 2, 8, 2, 7	
Dress_Front.Side_Left_6	dress_front.side_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1551	1	1, 2, 8, 2, 8	
Dress_Front.Side_Left_7	dress_front.side_left_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1962	1	1, 2, 8, 2, 9	
Dress_Front.Side_Left_8	dress_front.side_left_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2021	1	1, 2, 8, 3, 0	
Dress_Front.Side_Left_9	dress_front.side_left_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2136	1	1, 2, 8, 3, 1	
Dress_Front.Side_Right_1	dress_front.side_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2172	1	1, 2, 8, 3, 2	
Dress_Front.Side_Right_2	dress_front.side_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1607	1	1, 2, 8, 3, 3	
Dress_Front.Side_Right_3	dress_front.side_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1872	1	1, 2, 8, 3, 4	
Dress_Front.Side_Right_4	dress_front.side_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2418	1	1, 2, 8, 3, 5	
Dress_Front.Side_Right_5	dress_front.side_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1819	1	1, 2, 8, 3, 6	
Dress_Front.Side_Right_6	dress_front.side_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1877	1	1, 2, 8, 3, 7	
Dress_Front.Side_Right_7	dress_front.side_right_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1550	1	1, 2, 8, 3, 8	
Dress_Front.Side_Right_8	dress_front.side_right_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1581	1	1, 2, 8, 3, 9	
Dress_Front.Side_Right_9	dress_front.side_right_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1698	1	1, 2, 8, 4, 0	
DRESS_FRONT_L_1	dress_front_l_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1794	1	1, 2, 6, 4, 4	
DRESS_FRONT_L_2	dress_front_l_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1725	1	1, 2, 6, 4, 5	
DRESS_FRONT_L_3	dress_front_l_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1625	1	1, 2, 6, 4, 6	
DRESS_FRONT_L_4	dress_front_l_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2383	1	1, 2, 6, 4, 7	
Dress_Front_Left_10	dress_front_left_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2049	1	1, 2, 8, 4, 1	
Dress_Front_Left_11	dress_front_left_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1964	1	1, 2, 8, 4, 2	
Dress_Front_Left_12	dress_front_left_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1789	1	1, 2, 8, 4, 3	
Dress_Front_Left_13	dress_front_left_13	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1988	1	1, 2, 8, 4, 4	
Dress_Front_Left_9	dress_front_left_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2167	1	1, 2, 8, 4, 5	
DRESS_FRONT_R_1	dress_front_r_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2363	1	1, 2, 6, 4, 8	
DRESS_FRONT_R_2	dress_front_r_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1721	1	1, 2, 6, 4, 9	
DRESS_FRONT_R_3	dress_front_r_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2162	1	1, 2, 6, 5, 0	
DRESS_FRONT_R_4	dress_front_r_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2325	1	1, 2, 6, 5, 1	
Dress_Front_Right_10	dress_front_right_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2282	1	1, 2, 8, 4, 6	
Dress_Front_Right_11	dress_front_right_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2038	1	1, 2, 8, 4, 7	
Dress_Front_Right_12	dress_front_right_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2305	1	1, 2, 8, 4, 8	
Dress_Front_Right_13	dress_front_right_13	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2270	1	1, 2, 8, 4, 9	
Dress_Front_Right_9	dress_front_right_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1601	1	1, 2, 8, 5, 0	
Dress_Rear.Center_1	dress_rear.center_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2197	1	1, 2, 8, 5, 1	
Dress_Rear.Center_10	dress_rear.center_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2192	1	1, 2, 8, 5, 2	
Dress_Rear.Center_11	dress_rear.center_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2107	1	1, 2, 8, 5, 3	
Dress_Rear.Center_12	dress_rear.center_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2315	1	1, 2, 8, 5, 4	
Dress_Rear.Center_2	dress_rear.center_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1854	1	1, 2, 8, 5, 5	
Dress_Rear.Center_3	dress_rear.center_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1695	1	1, 2, 8, 5, 6	
Dress_Rear.Center_4	dress_rear.center_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1948	1	1, 2, 8, 5, 7	
Dress_Rear.Center_5	dress_rear.center_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2242	1	1, 2, 8, 5, 8	
Dress_Rear.Center_6	dress_rear.center_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1660	1	1, 2, 8, 5, 9	
Dress_Rear.Center_7	dress_rear.center_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2196	1	1, 2, 8, 6, 0	
Dress_Rear.Center_8	dress_rear.center_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1859	1	1, 2, 8, 6, 1	
Dress_Rear.Center_9	dress_rear.center_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1679	1	1, 2, 8, 6, 2	
Dress_Rear.Left_1	dress_rear.left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2379	1	1, 2, 8, 6, 3	
Dress_Rear.Left_10	dress_rear.left_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1839	1	1, 2, 8, 6, 4	
Dress_Rear.Left_11	dress_rear.left_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2023	1	1, 2, 8, 6, 5	
Dress_Rear.Left_12	dress_rear.left_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1543	1	1, 2, 8, 6, 6	
Dress_Rear.Left_2	dress_rear.left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2563	1	1, 2, 8, 6, 7	
Dress_Rear.Left_3	dress_rear.left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2398	1	1, 2, 8, 6, 8	
Dress_Rear.Left_4	dress_rear.left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2143	1	1, 2, 8, 6, 9	
Dress_Rear.Left_5	dress_rear.left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2017	1	1, 2, 8, 7, 0	
Dress_Rear.Left_6	dress_rear.left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2226	1	1, 2, 8, 7, 1	
Dress_Rear.Left_7	dress_rear.left_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2290	1	1, 2, 8, 7, 2	
Dress_Rear.Left_8	dress_rear.left_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2499	1	1, 2, 8, 7, 3	
Dress_Rear.Left_9	dress_rear.left_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2090	1	1, 2, 8, 7, 4	
Dress_Rear.Right_1	dress_rear.right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2348	1	1, 2, 8, 7, 5	
Dress_Rear.Right_10	dress_rear.right_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2025	1	1, 2, 8, 7, 6	
Dress_Rear.Right_11	dress_rear.right_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1628	1	1, 2, 8, 7, 7	
Dress_Rear.Right_12	dress_rear.right_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2041	1	1, 2, 8, 7, 8	
Dress_Rear.Right_2	dress_rear.right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2131	1	1, 2, 8, 7, 9	
Dress_Rear.Right_3	dress_rear.right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2370	1	1, 2, 8, 8, 0	
Dress_Rear.Right_4	dress_rear.right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1887	1	1, 2, 8, 8, 1	
Dress_Rear.Right_5	dress_rear.right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1894	1	1, 2, 8, 8, 2	
Dress_Rear.Right_6	dress_rear.right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2145	1	1, 2, 8, 8, 3	
Dress_Rear.Right_7	dress_rear.right_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2087	1	1, 2, 8, 8, 4	
Dress_Rear.Right_8	dress_rear.right_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1600	1	1, 2, 8, 8, 5	
Dress_Rear.Right_9	dress_rear.right_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2419	1	1, 2, 8, 8, 6	
Dress_Rear.Side_Left_1	dress_rear.side_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2440	1	1, 2, 8, 8, 7	
Dress_Rear.Side_Left_10	dress_rear.side_left_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2360	1	1, 2, 8, 8, 8	
Dress_Rear.Side_Left_11	dress_rear.side_left_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1909	1	1, 2, 8, 8, 9	
Dress_Rear.Side_Left_12	dress_rear.side_left_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2260	1	1, 2, 8, 9, 0	
Dress_Rear.Side_Left_2	dress_rear.side_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2020	1	1, 2, 8, 9, 1	
Dress_Rear.Side_Left_3	dress_rear.side_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1875	1	1, 2, 8, 9, 2	
Dress_Rear.Side_Left_4	dress_rear.side_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1663	1	1, 2, 8, 9, 3	
Dress_Rear.Side_Left_5	dress_rear.side_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2116	1	1, 2, 8, 9, 4	
Dress_Rear.Side_Left_6	dress_rear.side_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2518	1	1, 2, 8, 9, 5	
Dress_Rear.Side_Left_7	dress_rear.side_left_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1825	1	1, 2, 8, 9, 6	
Dress_Rear.Side_Left_8	dress_rear.side_left_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2218	1	1, 2, 8, 9, 7	
Dress_Rear.Side_Left_9	dress_rear.side_left_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2320	1	1, 2, 8, 9, 8	
Dress_Rear.Side_Right_1	dress_rear.side_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1843	1	1, 2, 8, 9, 9	
Dress_Rear.Side_Right_10	dress_rear.side_right_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2159	1	1, 2, 9, 0, 0	
Dress_Rear.Side_Right_11	dress_rear.side_right_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2228	1	1, 2, 9, 0, 1	
Dress_Rear.Side_Right_12	dress_rear.side_right_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1653	1	1, 2, 9, 0, 2	
Dress_Rear.Side_Right_2	dress_rear.side_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2506	1	1, 2, 9, 0, 3	
Dress_Rear.Side_Right_3	dress_rear.side_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1644	1	1, 2, 9, 0, 4	
Dress_Rear.Side_Right_4	dress_rear.side_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1589	1	1, 2, 9, 0, 5	
Dress_Rear.Side_Right_5	dress_rear.side_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1827	1	1, 2, 9, 0, 6	
Dress_Rear.Side_Right_6	dress_rear.side_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2083	1	1, 2, 9, 0, 7	
Dress_Rear.Side_Right_7	dress_rear.side_right_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2554	1	1, 2, 9, 0, 8	
Dress_Rear.Side_Right_8	dress_rear.side_right_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2046	1	1, 2, 9, 0, 9	
Dress_Rear.Side_Right_9	dress_rear.side_right_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1715	1	1, 2, 9, 1, 0	
Dress_Rear_Left_1_1	dress_rear_left_1_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2036	1	1, 2, 9, 1, 1	
Dress_Rear_Left_1_10	dress_rear_left_1_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2591	1	1, 2, 9, 1, 2	
Dress_Rear_Left_1_11	dress_rear_left_1_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2545	1	1, 2, 9, 1, 3	
Dress_Rear_Left_1_12	dress_rear_left_1_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2000	1	1, 2, 9, 1, 4	
Dress_Rear_Left_1_13	dress_rear_left_1_13	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1683	1	1, 2, 9, 1, 5	
Dress_Rear_Left_1_2	dress_rear_left_1_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2115	1	1, 2, 9, 1, 6	
Dress_Rear_Left_1_3	dress_rear_left_1_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2536	1	1, 2, 9, 1, 7	
Dress_Rear_Left_1_4	dress_rear_left_1_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1797	1	1, 2, 9, 1, 8	
Dress_Rear_Left_1_5	dress_rear_left_1_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1893	1	1, 2, 9, 1, 9	
Dress_Rear_Left_1_6	dress_rear_left_1_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2593	1	1, 2, 9, 2, 0	
Dress_Rear_Left_1_7	dress_rear_left_1_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2078	1	1, 2, 9, 2, 1	
Dress_Rear_Left_1_8	dress_rear_left_1_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2492	1	1, 2, 9, 2, 2	
Dress_Rear_Left_1_9	dress_rear_left_1_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1661	1	1, 2, 9, 2, 3	
Dress_Rear_Left_2_1	dress_rear_left_2_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2457	1	1, 2, 9, 2, 4	
Dress_Rear_Left_2_10	dress_rear_left_2_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1617	1	1, 2, 9, 2, 5	
Dress_Rear_Left_2_11	dress_rear_left_2_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2109	1	1, 2, 9, 2, 6	
Dress_Rear_Left_2_12	dress_rear_left_2_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2139	1	1, 2, 9, 2, 7	
Dress_Rear_Left_2_13	dress_rear_left_2_13	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1931	1	1, 2, 9, 2, 8	
Dress_Rear_Left_2_2	dress_rear_left_2_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2317	1	1, 2, 9, 2, 9	
Dress_Rear_Left_2_3	dress_rear_left_2_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2125	1	1, 2, 9, 3, 0	
Dress_Rear_Left_2_4	dress_rear_left_2_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2313	1	1, 2, 9, 3, 1	
Dress_Rear_Left_2_5	dress_rear_left_2_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1542	1	1, 2, 9, 3, 2	
Dress_Rear_Left_2_6	dress_rear_left_2_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1540	1	1, 2, 9, 3, 3	
Dress_Rear_Left_2_7	dress_rear_left_2_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2037	1	1, 2, 9, 3, 4	
Dress_Rear_Left_2_8	dress_rear_left_2_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1593	1	1, 2, 9, 3, 5	
Dress_Rear_Left_2_9	dress_rear_left_2_9	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2098	1	1, 2, 9, 3, 6	
Dress_Rear_Right_1_1	dress_rear_right_1_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2319	1	1, 2, 9, 3, 7	
Dress_Rear_Right_1_10	dress_rear_right_1_10	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2438	1	1, 2, 9, 3, 8	
Dress_Rear_Right_1_11	dress_rear_right_1_11	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2133	1	1, 2, 9, 3, 9	
Dress_Rear_Right_1_12	dress_rear_right_1_12	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2298	1	1, 2, 9, 4, 0	
Dress_Rear_Right_1_13	dress_rear_right_1_13	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2443	1	1, 2, 9, 4, 1	
