sexual_bones_order_position	exact_literal	source_provenance	prior_body_morphs_presentation_type
2181	Breast.00_R	Breast Bones	BONE
2182	breast.001.L	Breast Bones	BONE
2183	breast.001.R	Breast Bones	BONE
2184	Breast.01.l	Breast Bones	BONE
2185	Breast.01.R	Breast Bones	BONE
2186	Breast.01_L	Breast Bones	BONE
2187	Breast.01_R	Breast Bones	BONE
2188	breast.002.L	Breast Bones	BONE
2189	breast.002.R	Breast Bones	BONE
2190	Breast.02.l	Breast Bones	BONE
2191	Breast.02.R	Breast Bones	BONE
2192	Breast.02_L	Breast Bones	BONE
2193	Breast.02_R	Breast Bones	BONE
2194	breast.003.L	Breast Bones	BONE
2195	breast.003.R	Breast Bones	BONE
2196	Breast.03.l	Breast Bones	BONE
2197	Breast.03.R	Breast Bones	BONE
2198	Breast.03_L	Breast Bones	BONE
2199	Breast.03_R	Breast Bones	BONE
2200	breast.004.L	Breast Bones	BONE
2201	breast.004.R	Breast Bones	BONE
2202	Breast.04.l	Breast Bones	BONE
2203	Breast.04.R	Breast Bones	BONE
2204	Breast.04_L	Breast Bones	BONE
2205	Breast.04_R	Breast Bones	BONE
2206	breast.005.L	Breast Bones	BONE
2207	breast.005.R	Breast Bones	BONE
2208	Breast.05.l	Breast Bones	BONE
2209	Breast.05.R	Breast Bones	BONE
2210	Breast.05_L	Breast Bones	BONE
2211	Breast.05_R	Breast Bones	BONE
2212	breast.006.L	Breast Bones	BONE
2213	breast.006.R	Breast Bones	BONE
2214	Breast.06.l	Breast Bones	BONE
2215	Breast.06.R	Breast Bones	BONE
2216	Breast.06_L	Breast Bones	BONE
2217	Breast.06_R	Breast Bones	BONE
2218	breast.007.L	Breast Bones	BONE
2219	breast.007.R	Breast Bones	BONE
2220	Breast.07.l	Breast Bones	BONE
2221	Breast.07.R	Breast Bones	BONE
2222	Breast.07_L	Breast Bones	BONE
2223	Breast.07_R	Breast Bones	BONE
2224	breast.008.L	Breast Bones	BONE
2225	breast.008.R	Breast Bones	BONE
2226	Breast.08.l	Breast Bones	BONE
2227	Breast.08.R	Breast Bones	BONE
2228	Breast.08_L	Breast Bones	BONE
2229	Breast.08_R	Breast Bones	BONE
2230	breast.009.L	Breast Bones	BONE
2231	breast.009.R	Breast Bones	BONE
2232	Breast.09.l	Breast Bones	BONE
2233	Breast.09.R	Breast Bones	BONE
2234	Breast.09_L	Breast Bones	BONE
2235	Breast.09_R	Breast Bones	BONE
2236	breast.010.L	Breast Bones	BONE
2237	breast.010.R	Breast Bones	BONE
2238	Breast.10.l	Breast Bones	BONE
2239	Breast.10.R	Breast Bones	BONE
2240	Breast.10_L	Breast Bones	BONE
2241	Breast.10_R	Breast Bones	BONE
2242	Breast.11_L	Breast Bones	BONE
2243	Breast.11_R	Breast Bones	BONE
2244	Breast.12_L	Breast Bones	BONE
2245	Breast.12_R	Breast Bones	BONE
2246	Breast.13_L	Breast Bones	BONE
2247	Breast.13_R	Breast Bones	BONE
2248	Breast.14_L	Breast Bones	BONE
2249	Breast.14_R	Breast Bones	BONE
2250	Breast.15_L	Breast Bones	BONE
2251	Breast.15_R	Breast Bones	BONE
2252	Breast.16_L	Breast Bones	BONE
2253	Breast.16_R	Breast Bones	BONE
2254	Breast.17_L	Breast Bones	BONE
2255	Breast.17_R	Breast Bones	BONE
2256	Breast.18_L	Breast Bones	BONE
2257	Breast.18_R	Breast Bones	BONE
2258	Breast.19_L	Breast Bones	BONE
2259	Breast.19_R	Breast Bones	BONE
2260	Breast.20_L	Breast Bones	BONE
2261	Breast.20_R	Breast Bones	BONE
2262	breast.Inner.L	Breast Bones	BONE
2263	breast.Inner.R	Breast Bones	BONE
2264	Breast.Jig.L	Breast Bones	BONE
2265	Breast.Jig.R	Breast Bones	BONE
2266	breast.L0	Breast Bones	BONE
2267	breast.L1	Breast Bones	BONE
2268	breast.L2	Breast Bones	BONE
2269	breast.L3	Breast Bones	BONE
2270	breast.L4	Breast Bones	BONE
2271	breast.L5	Breast Bones	BONE
2272	breast.L6	Breast Bones	BONE
2273	breast.L7	Breast Bones	BONE
2274	breast.L8	Breast Bones	BONE
2275	breast.L9	Breast Bones	BONE
2276	breast.L10	Breast Bones	BONE
2277	breast.L11	Breast Bones	BONE
2278	Breast.L.000	Breast Bones	BONE
2279	Breast.L.001	Breast Bones	BONE
2280	Breast.L.002	Breast Bones	BONE
2281	Breast.L.003	Breast Bones	BONE
2282	Breast.L.004	Breast Bones	BONE
2283	Breast.L.005	Breast Bones	BONE
2284	Breast.L.006	Breast Bones	BONE
2285	Breast.L.007	Breast Bones	BONE
2286	Breast.L.008	Breast Bones	BONE
2287	Breast.L.009	Breast Bones	BONE
2288	Breast.L.010	Breast Bones	BONE
2289	breast.L.Root	Breast Bones	BONE
2290	breast.Lower.L	Breast Bones	BONE
2291	breast.Lower.R	Breast Bones	BONE
2292	breast.Outer.L	Breast Bones	BONE
2293	breast.Outer.R	Breast Bones	BONE
2294	breast.R0	Breast Bones	BONE
2295	breast.R1	Breast Bones	BONE
2296	breast.R2	Breast Bones	BONE
2297	Breast.R3	Breast Bones	BONE
2298	breast.R3	Breast Bones	BONE
2299	breast.R4	Breast Bones	BONE
2300	breast.R5	Breast Bones	BONE
2301	breast.R6	Breast Bones	BONE
2302	breast.R7	Breast Bones	BONE
2303	breast.R8	Breast Bones	BONE
2304	breast.R9	Breast Bones	BONE
2305	breast.R10	Breast Bones	BONE
2306	breast.R11	Breast Bones	BONE
2307	Breast.R.000	Breast Bones	BONE
2308	Breast.R.001	Breast Bones	BONE
2309	breast.R.001	Breast Bones	BONE
2310	Breast.R.002	Breast Bones	BONE
2311	Breast.R.003	Breast Bones	BONE
2312	Breast.R.004	Breast Bones	BONE
2313	Breast.R.005	Breast Bones	BONE
2314	Breast.R.006	Breast Bones	BONE
2315	Breast.R.007	Breast Bones	BONE
2316	Breast.R.008	Breast Bones	BONE
2317	Breast.R.009	Breast Bones	BONE
2318	Breast.R.010	Breast Bones	BONE
2319	breast.R.Root	Breast Bones	BONE
2320	Breast.Root.L	Breast Bones	BONE
2321	Breast.Root.R	Breast Bones	BONE
2322	breast.Top.L	Breast Bones	BONE
2323	breast.Top.R	Breast Bones	BONE
2324	breast_0.L	Breast Bones	BONE
2325	breast_0.R	Breast Bones	BONE
2326	Breast_01.L	Breast Bones	BONE
2327	Breast_01.R	Breast Bones	BONE
2328	Breast_1_L	Breast Bones	BONE
2329	Breast_1_R	Breast Bones	BONE
2330	breast_1.L	Breast Bones	BONE
2331	breast_1.R	Breast Bones	BONE
2332	Breast_02.L	Breast Bones	BONE
2333	Breast_02.R	Breast Bones	BONE
2334	Breast_2_L	Breast Bones	BONE
2335	Breast_2_R	Breast Bones	BONE
2336	breast_2.L	Breast Bones	BONE
2337	breast_2.R	Breast Bones	BONE
2338	Breast_2_Left	Breast Bones	BONE
2339	Breast_2_Right	Breast Bones	BONE
2340	breast_3.L	Breast Bones	BONE
2341	breast_3.R	Breast Bones	BONE
2342	Breast_3_Left	Breast Bones	BONE
2343	Breast_3_Right	Breast Bones	BONE
2344	breast_4.L	Breast Bones	BONE
2345	breast_4.R	Breast Bones	BONE
2346	Breast_4_Left	Breast Bones	BONE
2347	Breast_4_Right	Breast Bones	BONE
2348	breast_5.L	Breast Bones	BONE
2349	breast_5.R	Breast Bones	BONE
2350	Breast_5_Left	Breast Bones	BONE
2351	Breast_5_Right	Breast Bones	BONE
2352	breast_6.L	Breast Bones	BONE
2353	breast_6.R	Breast Bones	BONE
2354	breast_7.L	Breast Bones	BONE
2355	breast_7.R	Breast Bones	BONE
2356	breast_8.L	Breast Bones	BONE
2357	breast_8.R	Breast Bones	BONE
2358	breast_9.L	Breast Bones	BONE
2359	breast_9.R	Breast Bones	BONE
2360	breast_10.L	Breast Bones	BONE
2361	breast_10.R	Breast Bones	BONE
2362	Breast_A.L	Breast Bones	BONE
2363	Breast_A.R	Breast Bones	BONE
2364	Breast_Adjust_L	Breast Bones	BONE
2365	Breast_Adjust_R	Breast Bones	BONE
2366	breast_adjust	Breast Bones	BONE
2367	Breast_Adjust_01.L	Breast Bones	BONE
2368	Breast_Adjust_01.R	Breast Bones	BONE
2369	Breast_Adjust_02.L	Breast Bones	BONE
2370	Breast_Adjust_02.R	Breast Bones	BONE
2371	Breast_Adjust_03.L	Breast Bones	BONE
2372	Breast_Adjust_03.R	Breast Bones	BONE
2373	Breast_Adjust_04.L	Breast Bones	BONE
2374	Breast_Adjust_04.R	Breast Bones	BONE
2375	Breast_B.L	Breast Bones	BONE
2376	Breast_B.R	Breast Bones	BONE
2377	Breast_Base_L	Breast Bones	BONE
2378	Breast_Base_R	Breast Bones	BONE
2379	breast_base.L	Breast Bones	BONE
2380	breast_base.R	Breast Bones	BONE
2381	Breast_base	Breast Bones	BONE
2382	breast_BLP	Breast Bones	BONE
2383	Breast_C	Breast Bones	BONE
2384	Breast_Control_L	Breast Bones	BONE
2385	Breast_Control_R	Breast Bones	BONE
2386	Breast_JiggleAdjust_L	Breast Bones	BONE
2387	Breast_JiggleAdjust_R	Breast Bones	BONE
2388	Breast_L	Breast Bones	BONE
2389	Breast_L0	Breast Bones	BONE
2390	Breast_L00	Breast Bones	BONE
2391	Breast_L01	Breast Bones	BONE
2392	Breast_L1	Breast Bones	BONE
2393	Breast_L02	Breast Bones	BONE
2394	Breast_L2	Breast Bones	BONE
2395	Breast_L03	Breast Bones	BONE
2396	Breast_L3	Breast Bones	BONE
2397	Breast_L04	Breast Bones	BONE
2398	Breast_L4	Breast Bones	BONE
2399	Breast_L05	Breast Bones	BONE
2400	Breast_L5	Breast Bones	BONE
2401	Breast_L06	Breast Bones	BONE
2402	Breast_L6	Breast Bones	BONE
2403	Breast_L07	Breast Bones	BONE
2404	Breast_L7	Breast Bones	BONE
2405	Breast_L08	Breast Bones	BONE
2406	Breast_L8	Breast Bones	BONE
2407	Breast_L09	Breast Bones	BONE
2408	Breast_L9	Breast Bones	BONE
2409	Breast_L10	Breast Bones	BONE
2410	breast_L.001	Breast Bones	BONE
2411	breast_L.002	Breast Bones	BONE
2412	Breast_L_0	Breast Bones	BONE
2413	Breast_L_00	Breast Bones	BONE
2414	Breast_L_000	Breast Bones	BONE
2415	Breast_L_001	Breast Bones	BONE
2416	Breast_L_01	Breast Bones	BONE
2417	Breast_L_1	Breast Bones	BONE
2418	Breast_L_002	Breast Bones	BONE
2419	Breast_L_02	Breast Bones	BONE
2420	Breast_L_2	Breast Bones	BONE
2421	Breast_L_003	Breast Bones	BONE
2422	Breast_L_03	Breast Bones	BONE
2423	Breast_L_3	Breast Bones	BONE
2424	Breast_L_004	Breast Bones	BONE
2425	Breast_L_04	Breast Bones	BONE
2426	Breast_L_4	Breast Bones	BONE
2427	Breast_L_005	Breast Bones	BONE
2428	Breast_L_05	Breast Bones	BONE
2429	Breast_L_5	Breast Bones	BONE
2430	Breast_L_006	Breast Bones	BONE
2431	Breast_L_06	Breast Bones	BONE
2432	Breast_L_6	Breast Bones	BONE
2433	Breast_L_007	Breast Bones	BONE
2434	Breast_L_07	Breast Bones	BONE
2435	Breast_L_7	Breast Bones	BONE
2436	Breast_L_008	Breast Bones	BONE
2437	Breast_L_08	Breast Bones	BONE
2438	Breast_L_8	Breast Bones	BONE
2439	Breast_L_009	Breast Bones	BONE
2440	Breast_L_09	Breast Bones	BONE
2441	Breast_L_9	Breast Bones	BONE
2442	Breast_L_010	Breast Bones	BONE
2443	Breast_L_10	Breast Bones	BONE
2444	Breast_L_011	Breast Bones	BONE
2445	Breast_L_11	Breast Bones	BONE
2446	Breast_L_012	Breast Bones	BONE
2447	Breast_L_12	Breast Bones	BONE
2448	Breast_L_013	Breast Bones	BONE
2449	Breast_L_13	Breast Bones	BONE
2450	Breast_L_014	Breast Bones	BONE
2451	Breast_L_14	Breast Bones	BONE
2452	Breast_L_015	Breast Bones	BONE
2453	Breast_L_15	Breast Bones	BONE
2454	Breast_L_016	Breast Bones	BONE
2455	Breast_L_017	Breast Bones	BONE
2456	Breast_L_018	Breast Bones	BONE
2457	Breast_L_019	Breast Bones	BONE
2458	Breast_L_020	Breast Bones	BONE
2459	Breast_L_Bottom	Breast Bones	BONE
2460	Breast_L_Control	Breast Bones	BONE
2461	Breast_L_In	Breast Bones	BONE
2462	Breast_L_Jiggleadjust	Breast Bones	BONE
2463	Breast_L_Nipple	Breast Bones	BONE
2464	Breast_L_Out	Breast Bones	BONE
2465	Breast_L_Pa	Breast Bones	BONE
2466	Breast_L_root	Breast Bones	BONE
2467	Breast_L_Top	Breast Bones	BONE
2468	breast_left	Breast Bones	BONE
2469	breast_left2	Breast Bones	BONE
2470	Breast_Left_0	Breast Bones	BONE
2471	Breast_Left_0_jiggle	Breast Bones	BONE
2472	Breast_Left_0_jiggle_root	Breast Bones	BONE
2473	Breast_Left_1	Breast Bones	BONE
2474	Breast_Left_1_jiggle	Breast Bones	BONE
2475	breast_left_1a	Breast Bones	BONE
2476	breast_left_1b	Breast Bones	BONE
2477	breast_left_adj_1	Breast Bones	BONE
2478	breast_left_adj_2	Breast Bones	BONE
2479	breast_left_adj_3	Breast Bones	BONE
2480	breast_left_adj_4	Breast Bones	BONE
2481	breast_left_adj_5	Breast Bones	BONE
2482	breast_Mid_L	Breast Bones	BONE
2483	breast_Mid_R	Breast Bones	BONE
2484	breast_nipp_L	Breast Bones	BONE
2485	breast_nipp_R	Breast Bones	BONE
2486	Breast_Nipple_L	Breast Bones	BONE
2487	Breast_Nipple_R	Breast Bones	BONE
2488	Breast_NippleControl_L	Breast Bones	BONE
2489	Breast_NippleControl_R	Breast Bones	BONE
2490	Breast_Offset_L	Breast Bones	BONE
2491	Breast_Offset_R	Breast Bones	BONE
2492	Breast_R	Breast Bones	BONE
2493	Breast_R0	Breast Bones	BONE
2494	Breast_R00	Breast Bones	BONE
2495	Breast_R01	Breast Bones	BONE
2496	Breast_R1	Breast Bones	BONE
2497	Breast_R02	Breast Bones	BONE
2498	Breast_R2	Breast Bones	BONE
2499	Breast_R03	Breast Bones	BONE
2500	Breast_R3	Breast Bones	BONE
2501	Breast_R04	Breast Bones	BONE
2502	Breast_R4	Breast Bones	BONE
2503	Breast_R05	Breast Bones	BONE
2504	Breast_R5	Breast Bones	BONE
2505	Breast_R06	Breast Bones	BONE
2506	Breast_R6	Breast Bones	BONE
2507	Breast_R07	Breast Bones	BONE
2508	Breast_R7	Breast Bones	BONE
2509	Breast_R08	Breast Bones	BONE
2510	Breast_R8	Breast Bones	BONE
2511	Breast_R09	Breast Bones	BONE
2512	Breast_R9	Breast Bones	BONE
2513	Breast_R10	Breast Bones	BONE
2514	breast_R.001	Breast Bones	BONE
2515	breast_R.002	Breast Bones	BONE
2516	Breast_R_0	Breast Bones	BONE
2517	Breast_R_00	Breast Bones	BONE
2518	Breast_R_000	Breast Bones	BONE
2519	Breast_R_001	Breast Bones	BONE
2520	Breast_R_01	Breast Bones	BONE
2521	Breast_R_1	Breast Bones	BONE
2522	Breast_R_002	Breast Bones	BONE
2523	Breast_R_02	Breast Bones	BONE
2524	Breast_R_2	Breast Bones	BONE
2525	Breast_R_003	Breast Bones	BONE
2526	Breast_R_03	Breast Bones	BONE
2527	Breast_R_3	Breast Bones	BONE
2528	Breast_R_004	Breast Bones	BONE
2529	Breast_R_04	Breast Bones	BONE
2530	Breast_R_4	Breast Bones	BONE
2531	Breast_R_005	Breast Bones	BONE
2532	Breast_R_05	Breast Bones	BONE
2533	Breast_R_5	Breast Bones	BONE
2534	Breast_R_006	Breast Bones	BONE
2535	Breast_R_06	Breast Bones	BONE
2536	Breast_R_6	Breast Bones	BONE
2537	Breast_R_007	Breast Bones	BONE
2538	Breast_R_07	Breast Bones	BONE
2539	Breast_R_7	Breast Bones	BONE
2540	Breast_R_008	Breast Bones	BONE
2541	Breast_R_08	Breast Bones	BONE
2542	Breast_R_8	Breast Bones	BONE
2543	Breast_R_009	Breast Bones	BONE
2544	Breast_R_09	Breast Bones	BONE
2545	Breast_R_9	Breast Bones	BONE
2546	Breast_R_010	Breast Bones	BONE
2547	Breast_R_10	Breast Bones	BONE
2548	Breast_R_011	Breast Bones	BONE
2549	Breast_R_11	Breast Bones	BONE
2550	Breast_R_012	Breast Bones	BONE
2551	Breast_R_12	Breast Bones	BONE
2552	Breast_R_013	Breast Bones	BONE
2553	Breast_R_13	Breast Bones	BONE
2554	Breast_R_014	Breast Bones	BONE
2555	Breast_R_14	Breast Bones	BONE
2556	Breast_R_015	Breast Bones	BONE
2557	Breast_R_15	Breast Bones	BONE
2558	Breast_R_016	Breast Bones	BONE
2559	Breast_R_017	Breast Bones	BONE
2560	Breast_R_018	Breast Bones	BONE
2561	Breast_R_019	Breast Bones	BONE
2562	Breast_R_020	Breast Bones	BONE
2563	Breast_R_Bottom	Breast Bones	BONE
2564	Breast_R_Control	Breast Bones	BONE
2565	Breast_R_In	Breast Bones	BONE
2566	Breast_R_Jiggleadjust	Breast Bones	BONE
2567	Breast_R_Nipple	Breast Bones	BONE
2568	Breast_R_Out	Breast Bones	BONE
2569	Breast_R_Pa	Breast Bones	BONE
2570	Breast_R_root	Breast Bones	BONE
2571	Breast_R_Top	Breast Bones	BONE
2572	Breast_Right	Breast Bones	BONE
2573	breast_Right	Breast Bones	BONE
2574	breast_right	Breast Bones	BONE
2575	breast_right2	Breast Bones	BONE
2576	Breast_Right_0	Breast Bones	BONE
2577	Breast_Right_0_jiggle	Breast Bones	BONE
2578	Breast_Right_0_jiggle_root	Breast Bones	BONE
2579	Breast_Right_1	Breast Bones	BONE
2580	Breast_Right_1_jiggle	Breast Bones	BONE
2581	breast_right_1a	Breast Bones	BONE
2582	breast_right_1b	Breast Bones	BONE
2583	breast_right_adj_1	Breast Bones	BONE
2584	breast_right_adj_2	Breast Bones	BONE
2585	breast_right_adj_3	Breast Bones	BONE
2586	breast_right_adj_4	Breast Bones	BONE
2587	breast_right_adj_5	Breast Bones	BONE
2588	Breast_Round trip1_L	Breast Bones	BONE
2589	Breast_Round trip1_R	Breast Bones	BONE
2590	Breast_Round trip2_L	Breast Bones	BONE
2591	Breast_Round trip2_R	Breast Bones	BONE
2592	Breast_å¾€å¾©1_L	Breast Bones	BONE
2593	Breast_å¾€å¾©1_R	Breast Bones	BONE
2594	Breast_å¾€å¾©2_L	Breast Bones	BONE
2595	Breast_å¾€å¾©2_R	Breast Bones	BONE
2596	Breast_往復1_L	Breast Bones	BONE
2597	Breast_往復1_R	Breast Bones	BONE
2598	Breast_往復2_L	Breast Bones	BONE
2599	Breast_往復2_R	Breast Bones	BONE
2600	Breastbone1_L	Breast Bones	BONE
2601	Breastbone1_R	Breast Bones	BONE
2602	Breastbone2_L	Breast Bones	BONE
2603	Breastbone2_R	Breast Bones	BONE
2604	Breastbone3_L	Breast Bones	BONE
2605	Breastbone3_R	Breast Bones	BONE
2606	Breastbone4_L	Breast Bones	BONE
2607	Breastbone4_R	Breast Bones	BONE
2608	BreastC	Breast Bones	BONE
2609	L_BreastDriver	Breast Bones	BONE
2610	R_BreastDriver	Breast Bones	BONE
2611	BreastHelper_L	Breast Bones	BONE
2612	BreastHelper_R	Breast Bones	BONE
2613	BreastJiggle_L	Breast Bones	BONE
2614	BreastJiggle_R	Breast Bones	BONE
2615	Breastjiggle.L	Breast Bones	BONE
2616	Breastjiggle.R	Breast Bones	BONE
2617	BreastL	Breast Bones	BONE
2618	BreastL.001	Breast Bones	BONE
2619	BreastL.002	Breast Bones	BONE
2620	BreastL.Root	Breast Bones	BONE
2621	BreastLower_L	Breast Bones	BONE
2622	BreastLower_R	Breast Bones	BONE
2623	BreastParent_L	Breast Bones	BONE
2624	BreastParent_R	Breast Bones	BONE
2625	BreastR	Breast Bones	BONE
2626	BreastR.001	Breast Bones	BONE
2627	BreastR.002	Breast Bones	BONE
2628	BreastR.Root	Breast Bones	BONE
2629	BreastRigidBodyParent	Breast Bones	BONE
2630	breastRoot.L	Breast Bones	BONE
2631	breastRoot.R	Breast Bones	BONE
2632	BREASTS__a.L	Breast Bones	BONE
2633	BREASTS__a.R	Breast Bones	BONE
2634	BREASTS__b.L	Breast Bones	BONE
2635	BREASTS__b.R	Breast Bones	BONE
2636	BREASTS__c.L	Breast Bones	BONE
2637	BREASTS__c.R	Breast Bones	BONE
2638	breasts_adjust	Breast Bones	BONE
2639	Breasts_bottom_L	Breast Bones	BONE
2640	Breasts_bottom_R	Breast Bones	BONE
2641	Breasts_Root	Breast Bones	BONE
2642	Breasts_top_L	Breast Bones	BONE
2643	Breasts_top_R	Breast Bones	BONE
2644	BreastShakeAdjustment_FrontBack_L	Breast Bones	BONE
2645	BreastShakeAdjustment_FrontBack_R	Breast Bones	BONE
2646	BreastShakeAdjustment_UpperLower_L	Breast Bones	BONE
2647	BreastShakeAdjustment_UpperLower_R	Breast Bones	BONE
2648	BreastShakeAdjustment_X_L	Breast Bones	BONE
2649	BreastShakeAdjustment_X_R	Breast Bones	BONE
2650	BreastShakeAdjustment_Y_L	Breast Bones	BONE
2651	BreastShakeAdjustment_Y_R	Breast Bones	BONE
2652	BreastShakeAdjustment_Z_L	Breast Bones	BONE
2653	BreastShakeAdjustment_Z_R	Breast Bones	BONE
2654	breastsRoot	Breast Bones	BONE
2655	BreastSwingL	Breast Bones	BONE
2656	BreastSwingL0	Breast Bones	BONE
2657	BreastSwingL00	Breast Bones	BONE
2658	BreastSwingL01	Breast Bones	BONE
2659	BreastSwingL1	Breast Bones	BONE
2660	BreastSwingL02	Breast Bones	BONE
2661	BreastSwingL2	Breast Bones	BONE
2662	BreastSwingL03	Breast Bones	BONE
2663	BreastSwingL3	Breast Bones	BONE
2664	BreastSwingL04	Breast Bones	BONE
2665	BreastSwingL4	Breast Bones	BONE
2666	BreastSwingL05	Breast Bones	BONE
2667	BreastSwingL5	Breast Bones	BONE
2668	BreastSwingL06	Breast Bones	BONE
2669	BreastSwingL6	Breast Bones	BONE
2670	BreastSwingL07	Breast Bones	BONE
2671	BreastSwingL7	Breast Bones	BONE
2672	BreastSwingL08	Breast Bones	BONE
2673	BreastSwingL8	Breast Bones	BONE
2674	BreastSwingL09	Breast Bones	BONE
2675	BreastSwingL9	Breast Bones	BONE
2676	BreastSwingL10	Breast Bones	BONE
2677	BreastSwingR	Breast Bones	BONE
2678	BreastSwingR0	Breast Bones	BONE
2679	BreastSwingR00	Breast Bones	BONE
2680	BreastSwingR01	Breast Bones	BONE
2681	BreastSwingR1	Breast Bones	BONE
2682	BreastSwingR02	Breast Bones	BONE
2683	BreastSwingR2	Breast Bones	BONE
2684	BreastSwingR03	Breast Bones	BONE
2685	BreastSwingR3	Breast Bones	BONE
2686	BreastSwingR04	Breast Bones	BONE
2687	BreastSwingR4	Breast Bones	BONE
2688	BreastSwingR05	Breast Bones	BONE
2689	BreastSwingR5	Breast Bones	BONE
2690	BreastSwingR06	Breast Bones	BONE
2691	BreastSwingR6	Breast Bones	BONE
2692	BreastSwingR07	Breast Bones	BONE
2693	BreastSwingR7	Breast Bones	BONE
2694	BreastSwingR08	Breast Bones	BONE
2695	BreastSwingR8	Breast Bones	BONE
2696	BreastSwingR09	Breast Bones	BONE
2697	BreastSwingR9	Breast Bones	BONE
2698	BreastSwingR10	Breast Bones	BONE
2699	BreastTop.L	Breast Bones	BONE
2700	BreastTop.R	Breast Bones	BONE
2701	BreastUpper_L	Breast Bones	BONE
2702	BreastUpper_R	Breast Bones	BONE
2703	BreastUpper2_L	Breast Bones	BONE
2704	BreastUpper2_R	Breast Bones	BONE
2705	BreastWeight_L	Breast Bones	BONE
2706	BreastWeight_R	Breast Bones	BONE
2707	BreastXRotationAdjustment_L	Breast Bones	BONE
2708	BreastXRotationAdjustment_R	Breast Bones	BONE
2709	BreastXRotationControl_L	Breast Bones	BONE
2710	BreastXRotationControl_R	Breast Bones	BONE
2711	BreastYRotationAdjustment_L	Breast Bones	BONE
2712	BreastYRotationAdjustment_R	Breast Bones	BONE
2713	BreastYRotationControl_L	Breast Bones	BONE
2714	BreastYRotationControl_R	Breast Bones	BONE
2715	Breastウェイト_L	Breast Bones	BONE
2716	Breastウェイト_R	Breast Bones	BONE
2717	Breast剛BodyParent	Breast Bones	BONE
2718	Breats	Breast Bones	BONE
2719	L_butt	Butt Bones	BONE
2720	R_butt	Butt Bones	BONE
2721	Butt	Butt Bones	BONE
2722	butt	Butt Bones	BONE
2723	Butt01.L	Butt Bones	BONE
2724	Butt01.R	Butt Bones	BONE
2725	Butt1.L	Butt Bones	BONE
2726	Butt1.R	Butt Bones	BONE
2727	butt1_L	Butt Bones	BONE
2728	butt1_R	Butt Bones	BONE
2729	butt1	Butt Bones	BONE
2730	Butt02.L	Breast Bones	BONE
2731	Butt02.R	Breast Bones	BONE
2732	Butt2	Butt Bones	BONE
2733	butt2.L	Butt Bones	BONE
2734	butt2.R	Butt Bones	BONE
2735	butt2_L	Butt Bones	BONE
2736	butt2_R	Butt Bones	BONE
2737	butt3.L	Butt Bones	BONE
2738	butt3.R	Butt Bones	BONE
2739	butt3_L	Butt Bones	BONE
2740	butt3_R	Butt Bones	BONE
2741	butt4_L	Butt Bones	BONE
2742	butt4_R	Butt Bones	BONE
2743	butt5_L	Butt Bones	BONE
2744	butt5_R	Butt Bones	BONE
2745	butt6_L	Butt Bones	BONE
2746	butt6_R	Butt Bones	BONE
2747	Butt Left	Butt Bones	BONE
2748	Butt Right	Butt Bones	BONE
2749	Butt 0.L	Butt Bones	BONE
2750	Butt 0.R	Butt Bones	BONE
2751	Butt 1.L	Butt Bones	BONE
2752	Butt 1.R	Butt Bones	BONE
2753	Butt 1 L	Butt Bones	BONE
2754	Butt 1 R	Butt Bones	BONE
2755	Butt 2 L	Butt Bones	BONE
2756	Butt 2 R	Butt Bones	BONE
2757	Butt 3 L	Butt Bones	BONE
2758	Butt 3 R	Butt Bones	BONE
2759	Butt L	Butt Bones	BONE
2760	Butt Middle	Butt Bones	BONE
2761	Butt R	Butt Bones	BONE
2762	butt-low.l	Butt Bones	BONE
2763	butt-low.r	Butt Bones	BONE
2764	L_Butt.001	Butt Bones	BONE
2765	R_Butt.001	Butt Bones	BONE
2766	Butt.Center.L	Butt Bones	BONE
2767	Butt.Center.R	Butt Bones	BONE
2768	Butt.Inner.L	Butt Bones	BONE
2769	Butt.Inner.R	Butt Bones	BONE
2770	Butt.L	Butt Bones	BONE
2771	Butt.L0	Butt Bones	BONE
2772	Butt.L1	Butt Bones	BONE
2773	Butt.L2	Butt Bones	BONE
2774	Butt.L3	Butt Bones	BONE
2775	Butt.L4	Butt Bones	BONE
2776	Butt.L5	Butt Bones	BONE
2777	Butt.L6	Butt Bones	BONE
2778	Butt.L7	Butt Bones	BONE
2779	Butt.L8	Butt Bones	BONE
2780	Butt.L9	Butt Bones	BONE
2781	Butt.L10	Butt Bones	BONE
2782	Butt.L11	Butt Bones	BONE
2783	butt.L.000	Butt Bones	BONE
2784	Butt.L.001	Butt Bones	BONE
2785	butt.L.001	Butt Bones	BONE
2786	Butt.L.002	Butt Bones	BONE
2787	butt.L.002	Butt Bones	BONE
2788	butt.L.003	Butt Bones	BONE
2789	butt.L.004	Butt Bones	BONE
2790	butt.L.005	Butt Bones	BONE
2791	butt.L.006	Butt Bones	BONE
2792	butt.L.007	Butt Bones	BONE
2793	butt.L.008	Butt Bones	BONE
2794	butt.L.009	Butt Bones	BONE
2795	butt.L.010	Butt Bones	BONE
2796	butt.L.011	Butt Bones	BONE
2797	butt.L.012	Butt Bones	BONE
2798	butt.L.013	Butt Bones	BONE
2799	butt.L.014	Butt Bones	BONE
2800	butt.L.015	Butt Bones	BONE
2801	butt.L.016	Butt Bones	BONE
2802	butt.L.017	Butt Bones	BONE
2803	butt.L.018	Butt Bones	BONE
2804	butt.L.019	Butt Bones	BONE
